date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-09,Technology,"In another blow to Didi, China halts downloads of 25 more of its apps.","The latest announcement was nearly identical to one the same agency issued on Sunday, ordering Didi’s main, consumer-facing app off mobile stores.","In its latest rebuke to the ride-hailing giant Didi, China ordered 25 more of the company’s apps removed from mobile stores on Friday, deepening the regulatory maelstrom that has engulfed the company since it went public on the New York Stock Exchange last week.","['Mobile Applications', 'Politics and Government', 'Computers and the Internet', 'Car-Pooling and Ride-Sharing', 'Car Services and Livery Cabs']",263
2021-07-09,U.S.,Biden urges Putin to ‘take action to disrupt’ Russia-based hackers behind ransomware attacks.,President Biden warned that the United States reserves the right to respond against hackers who launch attacks from inside Russia.,"President Biden on Friday urged President Vladimir V. Putin of Russia to “take action to disrupt” online criminal organizations in his country and said that the United States reserves the right to respond against hackers who launch ransomware attacks from inside Russia, according to a White House readout of a telephone call between the two leaders.","['Cyberattacks and Hackers', 'United States Politics and Government']",441
2021-07-09,Style,Love Letter: P.D.A. Is Back!,And: Her ex had amnesia.,"After many months without physical connection, a post-vaccination summer has led many New Yorkers to usher in the season with a full-fledged return to public canoodling.","['Love (Emotion)', 'Dating and Relationships', 'Marriages']",332
2021-07-09,World,Taliban Enter Kandahar City and Seize Border Posts,"The insurgent assaulted a vital city in Afghanistan’s south on Friday, less than 24 hours after President Biden reaffirmed his decision to withdraw from the country.","KABUL, Afghanistan — Taliban forces on Friday penetrated Kandahar, Afghanistan’s second-largest city, in a new phase of a sweeping insurgent offensive that has captured territory across the country since May 1, when U.S. forces began withdrawing.","['Afghanistan War (2001- )', 'United States Defense and Military Forces']",1016
2021-07-09,Health,F.D.A. Seeks Investigation of Its Own Alzheimer’s Drug Approval,"The agency’s acting head said a review should look into whether any interactions between agency staff and the drug developer, Biogen, broke F.D.A. rules.",The Food and Drug Administration on Friday called for a federal investigation of the process that led to the approval of a new drug for Alzheimer’s disease that has spurred sharp criticism from lawmakers and the medical community.,"[""Alzheimer's Disease"", 'Aduhelm (Drug)', 'Drugs (Pharmaceuticals)', 'Inspectors General', 'Regulation and Deregulation of Industry']",661
2021-07-09,U.S.,‘We have a lot of work to do.’ Schumer warns Democrats to expect a busy July.,The top Senate Democrat confirmed that he intends to hold votes both on an infrastructure plan and a budget blueprint that could pave the way for a more expansive economic and social policy bill.,Late nights. Weekend votes. Maybe even the cancellation of part of Congress’s prized August recess. The Senate’s top leader warned Democrats on Friday to expect an arduous sprint when the chamber returns to session next week to try to push forward much of President Biden’s ambitious economic agenda in two hulking bills.,"['United States Politics and Government', 'Infrastructure (Public Works)', 'Law and Legislation']",511
2021-07-09,Food,Summer’s Must-Make Chilled Soup,This classic Persian dish is the no-cook meal you need in your life.,"Hello, friends, and happy cooking. I’m filling in for Emily this week and feeling excited about being in the kitchen again after trying Naz Deravian’s abdoogh khiar, a chilled buttermilk-yogurt soup with cucumbers, walnuts, raisins and herbs. It’s fun to have something new for dinner, especially when it requires so little work (and no stovetop time).","['Cooking and Cookbooks', 'Content Type: Service', 'Recipes']",585
2021-07-09,Podcasts,Transcript: Ezra Klein Interviews Eve Ewing,"Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Eve Ewing. Listen wherever you get your podcasts.","Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Eve Ewing. Listen wherever you get your podcasts.",[],16602
2021-07-09,World,Italy Holds Its Breath as Its National Soccer Team Prepares to Face England,"A small soccer museum in Florence tells the story of the Italian national team, and the fans’ hopes for the Euro 2021 final match.","FLORENCE — Italy’s match against England in the Euro 2021 finals was a couple of days in the future, but on Friday fans of the team were visiting its past at the national football hall of fame in Florence.","['Soccer', 'Halls of Fame']",852
2021-07-09,Arts,Review: ‘Unforgotten’ Makes the Case for Decency,"In its fourth season on “Masterpiece,” the cold-case drama keeps its delicate balance of mystery, melodrama and compassion.","During four seasons on ITV, the British police drama “Unforgotten” has slowly and quietly built an audience and a reputation, an appropriate method for a show in which the main characters rarely raise their voices and are immediately ashamed of themselves when they do. (The show’s six-episode fourth season begins on Sunday on PBS’s “Masterpiece.”)",['Television'],815
2021-07-09,Fashion & Style,Dancing Despite the Rain,Pyer Moss was supposed to present its first couture collection in a New York mansion. Inclement weather postponed the show but didn’t dampen the party.,"Irvington, N.Y. — Roughly two hours after the start of the Pyer Moss Couture 1 show was delayed by lightning, thunder and rains of biblical dimensions, the designer Kerby Jean-Raymond darted onto the lawn of the white stucco mansion where the event was staged and passed out blunts.","['Fashion and Apparel', 'Parties (Social)']",799
2021-07-09,Sports,"Tyson Fury tested positive for the virus, putting the future of a heavyweight title fight in flux.",Mr. Fury had been scheduled to go up against Deontay Wilder on July 24.,"Tyson Fury and several other members of his team have tested positive for the coronavirus, forcing his heavyweight title fight with his rival Deontay Wilder to be postponed, a person familiar with the situation said Friday.","['Coronavirus (2019-nCoV)', 'Boxing']",395
2021-07-09,Books,The Lives of Flies,"Jonathan Balcombe talks about “Super Fly,” and Marjorie Ingall discusses Holocaust literature for children.","The subtitle of Jonathan Balcombe’s new book, “Super Fly: The Unexpected Lives of the World’s Most Successful Insects” leads to the first question on this week’s podcast. Why “successful”?",['Books and Literature'],343
2021-07-09,Science,This Moth’s Name Is a Slur. Scientists Won’t Use It Anymore.,"The Entomological Society of America will no longer refer to common species of insects as “gypsy moths” and “gypsy ants,” because their names are derogatory to the Romani people.","On Wednesday, the Entomological Society of America announced it was removing “gypsy moth” and “gypsy ant” as recognized common names for two insects. For Ethel Brooks, a Romani scholar, the move is long overdue.","['Romani People', 'Butterflies and Moths', 'Ants', 'Race and Ethnicity', 'Discrimination', 'your-feed-science', 'your-feed-animals']",941
2021-07-09,Opinion,Wonking Out: mRNA and the Meaning of Life,Americans are suddenly feeling good. Why?,"Happy days are here again. No, really. Gallup has been asking Americans since the beginning of 2008 whether they are “thriving.” The percentage answering yes hit a low point in the depths of the 2008 financial crisis and again during the worst of the Covid-19 pandemic. But it has soared in recent months, to 59.2 percent, its highest level ever:","['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Vaccination and Immunization']",597
2021-07-09,U.S.,Heat-Related Deaths Increase as Temperatures Rise in the West,"Record-breaking heat was expected throughout the West Coast this weekend, days after a deadly heat wave struck Oregon and Washington State.","PORTLAND, Ore. — Western states braced for another extreme spike in temperatures this weekend after a recent heat wave in Oregon and Washington State killed nearly 200 people and endangered laborers in fields and warehouses.","['Global Warming', 'Deaths (Fatalities)', 'Workplace Hazards and Violations', 'Heat and Heat Waves']",800
2021-07-09,U.S.,Oath Keepers Leader Sits for F.B.I. Questioning Against Legal Advice,"In a bold move, Stewart Rhodes, the founder and leader of the right-wing militia group, sat for an interview with federal agents after they seized his phone in May.","It was shortly after federal agents confronted him in May outside a boutique hotel in Lubbock, Texas, seizing his cellphone with a warrant, that Stewart Rhodes, the leader of the Oath Keepers militia, made a bold decision: Even though he had just gotten undeniable proof that he was under investigation, he agreed to be questioned about his — and his militia’s — role in the Jan. 6 attack on the Capitol.","['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government']",989
2021-07-09,Sports,"Chiellini, Bonucci and the Art of Defending","The veteran defenders Giorgio Chiellini and Leonardo Bonucci have given Italy the freedom to push forward at Euro 2020, right to the brink of a title.","LONDON — There are plenty of stories. Some of them are so far-fetched that, if it were not for the eyewitness testimony or the video footage, the natural instinct would be to assume they are apocryphal. The best of them, though, the most illustrative, is the one about the garlic tablets.","['Soccer', 'UEFA European Football Championship']",1298
2021-07-09,Opinion,A Packed Schedule Doesn’t Really ‘Enrich’ Your Child,Overscheduling them with extracurriculars or putting them in front of screens aren’t the only choices.,"When the extracurricular-industrial complex came to a grinding halt last spring, parents were left scrambling to fill vast hours of unscheduled time. Some activities moved to remote instruction but most were canceled, and keeping children engaged became the bane of parents’ existence. Understandably, screens became default child care for younger kids and social lifelines for older ones.","['Children and Childhood', 'Parenting', 'Generation Z', 'Quarantine (Life and Culture)', 'Income Inequality', 'Work-Life Balance', 'Education']",1065
2021-07-09,Education,Educators’ unions support the new federal recommendations for reopening schools.,"The unions also acknowledged that challenges lay ahead, especially given that vaccines have not been authorized for students under 12.","The two largest U.S. unions representing educators expressed approval on Friday of new federal guidelines calling for schools to fully reopen, while acknowledging that more challenges lay ahead with children under 12 not eligible for vaccination.","['Coronavirus Reopenings', 'Education (K-12)', 'Vaccination and Immunization']",893
2021-07-09,Sports,It’s Novak Djokovic vs. Matteo Berrettini in Wimbledon Final,"Djokovic, the world’s top player, has a chance to reach 20 Grand Slam titles to tie Roger Federer and Rafael Nadal. His Italian opponent has the opportunity to play spoiler.","WIMBLEDON, England — Denis Shapovalov was serving for the first set in the semifinals of Wimbledon on Friday, and Novak Djokovic was sliding to his right, bent forward with his left hand on the Centre Court dirt.","['Tennis', 'Wimbledon Tennis Tournament']",1352
2021-07-09,Opinion,"Haiti Is in Peril, and There Are No Simple Options",Haiti needs the cooperation of international friends who pay attention to the character and goals of those to whom they extend support.,"For years, the United States has adopted a wary tolerance of Haiti, batting aside the horror of kidnappings, murders and gang warfare. The more convenient strategy generally seemed to be backing whichever government was in power and supplying endless amounts of foreign aid.","['Assassinations and Attempted Assassinations', 'Politics and Government', 'United States International Relations', 'Foreign Aid']",983
2021-07-09,Opinion,The People We Leave Behind in Afghanistan,"As the U.S. pulls out, what will become of the interpreters who helped us?","The message popped up on my cellphone last week, just as I was about to drive my daughter to a play date: “The situation here in Afghanistan is getting worse day by day,” it read. “The Taliban know that i was cooperating with you people, so if its possible to talk with your respected organization to take me to USA.”","['Afghanistan War (2001- )', 'Translation and Interpreters', 'United States Defense and Military Forces', 'United States International Relations', 'Terrorism', 'Politics and Government']",1612
2021-07-09,U.S.,Biden Aims to Spur Competition Across U.S. Economy,President Biden signed an executive order aimed at increasing competition among businesses after some economists warned that declining competition was hobbling the U.S. economy’s vitality.,President Biden signed an executive order aimed at increasing competition among businesses after some economists warned that declining competition was hobbling the U.S. economy’s vitality.,"['United States Economy', 'United States Politics and Government', 'Executive Orders and Memorandums']",0
2021-07-09,Sports,U.F.C. 264 Presents a Crossroads for McGregor,A trilogy fight against Dustin Poirier is Conor McGregor’s latest attempt to remind the world of the high-caliber fighter he once was.,"LAS VEGAS — In the buildup to Conor McGregor’s last fight with Dustin Poirier in January, McGregor deviated from the brash, trash-talking bravado that had propelled him to the peak of stardom in the Ultimate Fighting Championship.",['Mixed Martial Arts'],934
2021-07-09,U.S.,Coronavirus Briefing: What Happened Today,The C.D.C. recommends that schools reopen fully in the fall.,"The C.D.C. released new guidance for schools today, and the main takeaway is striking: Schools should fully reopen this fall, even if they can’t follow all of the recommended safety precautions to curb the spread of the virus.",[],1387
2021-07-09,U.S.,Officials Kill Grizzly Bear Suspected in Fatal Attack of Woman in Montana,"Wildlife officials believe the bear was the same grizzly that killed a California woman on Tuesday, given the proximity to the attack and evidence found at both scenes.",Wildlife officials shot and killed a grizzly bear in Montana on Friday that was believed to have been involved in the fatal attack of a California woman this week.,"['Bears', 'Deaths (Fatalities)']",527
2021-07-09,U.S.,Biden Calls for Putin to Act on Ransomware Attacks,President Biden urged President Vladimir V. Putin of Russia to act when ransomware attacks originate in his country and said the U.S. reserves the right to respond against hackers who launch attacks from Russia.,President Biden urged President Vladimir V. Putin of Russia to act when ransomware attacks originate in his country and said the U.S. reserves the right to respond against hackers who launch attacks from Russia.,['Cyberattacks and Hackers'],0
2021-07-09,Magazine,"Educators, Tell Us Your Pandemic-Recovery Plans",We want to know how teachers are trying to move on from one of the most challenging academic years ever.,"If you are a K-12 teacher or counselor, or are otherwise employed in U.S. schools, we want to hear your thoughts about the year ahead, as you and your students return to the classroom (or don’t). For a special issue this fall, The New York Times Magazine is gathering accounts of how educators are trying to move on from one of the most challenging academic years ever.","['internal-essential', 'Education (K-12)', 'Education', 'Teachers and School Employees']",302
2021-07-09,U.S.,Hidden Costs and Flawed Training Plague the V.A.’s Huge Software Upgrade,"A $16 billion effort to modernize health records at the Department of Veterans Affairs ran into major problems in its first installation, two watchdog reports say.","The Department of Veterans Affairs is in the process of overhauling the country’s oldest electronic health record system at the country’s largest hospital network. Even if it goes smoothly, planners have repeatedly warned, it will be an extremely complicated task that will take 10 years and cost more than $16 billion.","['Veterans', 'United States Politics and Government', 'Electronic Health Records', 'Software', 'Computers and the Internet', 'Government Contracts and Procurement', 'Inspectors General']",977
2021-07-09,U.S.,White House Says U.S. Law Enforcement Will Be Sent to Haiti,"The White House press secretary, Jen Psaki, said the Biden administration would respond to the Haitian government’s request and send U.S. law enforcement officials to assist after the assassination of President Jovenel Moïse.","The White House press secretary, Jen Psaki, said the Biden administration would respond to the Haitian government’s request and send U.S. law enforcement officials to assist after the assassination of President Jovenel Moïse.",['Assassinations and Attempted Assassinations'],0
2021-07-09,At Home,How Instagram ‘Collabs’ Help Far-flung Bakers Create Together,"Pandemic baking provided a comforting, if solitary, pursuit for people stuck at home. Then the notion of cake “collabs” took off.","Katherine Walton, the owner of Walton Cake Boutique in Sydney, Australia, has been sharing her creations on Instagram since 2018 but in the early months of the pandemic she noticed a new baking movement rising online — a surge in a specific type of online baking collaboration called “collabs.”","['Quarantine (Life and Culture)', 'Bakeries and Baked Products', 'Cakes', 'Social Media', 'Creativity']",1211
2021-07-09,Arts,Man Is Accused of Attempting to Sell Fake Basquiats and Harings,"According to a criminal complaint, employees at New York auction houses were approached about the art. A man was taken into custody and charged with wire fraud.","Angel Pereda, 49, of Mexico, was taken into custody in New York and charged with wire fraud after prosecutors accused him of trying to sell artworks that he falsely claimed had been created by Jean-Michel Basquiat and Keith Haring, the United States attorney for the Southern District of New York announced on Friday.","['Forgery', 'Art', 'Frauds and Swindling']",394
2021-07-09,Books,Nana Nkweti’s Tales of Cameroonians at Home and in America,"The stories in “Walking on Cowrie Shells” span genres, generations and geography.",WALKING ON COWRIE SHELLS Stories By Nana Nkweti,['Books and Literature'],665
2021-07-09,Briefing,"Russia, Haiti, Wimbledon: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,[],1274
2021-07-09,New York,N.Y.C. Halts Plan to Move Homeless People From Hotels After Legal Filing,The Legal Aid Society filed a motion accusing the city of violating the rights of people with disabilities.,"New York City’s effort to move more than 8,000 homeless people from pandemic hotels to barrackslike group shelters ground to a halt on Friday morning, after the Legal Aid Society filed a motion accusing the city of violating the rights of people with respiratory conditions and other medical and psychological problems.","['Homeless Persons', 'Hotels and Travel Lodgings', 'Disabilities', 'Suits and Litigation (Civil)', 'Coronavirus (2019-nCoV)']",866
2021-07-09,Arts,5 Songs to Listen to Right Now,"Here are five new and notable songs, including J. Balvin’s team-up with Skrillex and an expansive ballad by H.E.R. that grapples with infidelity.","Here are five new and notable songs, including J. Balvin’s team-up with Skrillex and an expansive ballad by H.E.R. that grapples with infidelity.",['Music'],0
2021-07-09,World,Colombia confirms that 13 of its former soldiers are among the assassination suspects.,One told his wife that he had “a very good job opportunity.” Colombian military veterans have been known to act as hired guns after their service.,A clearer picture of the group that Haiti accuses of assassinating President Jovenel Moïse has emerged as officials in the Colombian defense ministry identified 13 suspects by name and said that all were former members of the Colombian military.,"['Mercenaries and Private Military Contractors', 'Assassinations and Attempted Assassinations']",584
2021-07-09,World,Blast in Tehran Near State Broadcasting Headquarters Rattles Iran,"An explosion in a park near the state broadcasting company rocked Iran’s capital early Saturday morning. No casualties were reported, and it was uncertain if the blast was an attack or accident.","A loud blast rocked northern Tehran near the headquarters of the state broadcasting company in the early hours of Saturday morning, according to security authorities speaking to official state media.",[],200
2021-07-09,World,Indigenous Women Assume and Cede Prominent Positions in Canada,"This week, Canada’s largest Indigenous organization selected a woman as its chief for the first time and an Inuk was named governor general. But Canada’s first Indigenous justice minister said she’s leaving politics.","It was an exceptional week of news for Indigenous women, starting with the appointment of Mary Simon, an Inuk from northern Quebec, as Canada’s first Indigenous governor general.",['Indigenous People'],1097
2021-07-09,Podcasts,What Is Critical Race Theory?,And how to learn more about the issue dividing school districts across the country.,"We had a shorter holiday week on The Daily, but we covered a lot of ground, traveling from Afghanistan to Haiti. Along the way, many of you wrote in to share your thoughts and feelings about our episode on critical race theory.","['Race and Ethnicity', 'Discrimination', ""Alzheimer's Disease"", 'Aduhelm (Drug)', 'Drugs (Pharmaceuticals)']",1216
2021-07-09,U.S.,President Biden fired the head of the Social Security Administration.,"Andrew Saul, a Trump holdover, drew Democrats’ ire and has vowed to fight his dismissal.","President Biden on Friday fired the man President Donald J. Trump appointed to lead the Social Security Administration, triggering a legal showdown over who rightfully holds the position.","['Appointments and Executive Changes', 'Social Security (US)', 'Presidential Transition (US)']",539
2021-07-09,World,Colombian Police Chief Gives Update on Haiti Assassination Suspects,"Colombian authorities confirmed that its citizens, suspected of participating in the assassination of Haiti’s president, traveled to the country in two groups by way of the Dominican Republic.","Colombian authorities confirmed that its citizens, suspected of participating in the assassination of Haiti’s president, traveled to the country in two groups by way of the Dominican Republic.",['Assassinations and Attempted Assassinations'],0
2021-07-09,New York,Why the New York Subway Has a Water Problem,"Thursday’s storms flooded parts of the subway system, underscoring its vulnerability to heavy rains, which could become more common with climate change.","When fast-moving storms flooded parts of New York City’s vast subway system on Thursday, they stranded some rush-hour commuters and underscored just how vulnerable the city’s underground transportation lifeline is to water.","['Subways', 'Floods', 'Transit Systems', 'Weather', 'Infrastructure (Public Works)', 'Rain', 'Global Warming']",1288
2021-07-09,Business Day,Another top editor of the publisher of Deadspin and The Onion steps down.,The previous editorial director of G/O Media resigned in 2019 after a memo caused a staff revolt.,"The editorial director for the company that owns Deadspin, The Root, The Onion and Gizmodo resigned on Friday, the second time in two years that the publisher’s top editor had stepped down.","['News and News Media', 'Appointments and Executive Changes']",484
2021-07-09,At Home,What to Do This Weekend,Don’t overdo your re-entry.,"Welcome. I received a note this week from a reader that made me reconsider how I’m re-engaging with the world. Rachel Albetski of New York City wrote that she’s loved meeting up with friends in bars and restaurants. But she was surprised to find that the most joy she’s experienced of late has come from walking around alone: “I had been so busy catching up with people,” she wrote, “that I hadn’t taken any time to just be solo in New York again!”",['Content Type: Service'],676
2021-07-09,Theater,Review: Serving Murder in ‘The Dumb Waiter’,"Harold Pinter’s one-act play, starring Daniel Mays and David Thewlis as hit men, is available to stream live via the Old Vic Theater.",Have you ever gotten stuck in a dingy basement without even a cup of tea to quench your thirst? Service these days just isn’t what it used to be.,['Theater'],617
2021-07-09,World,"Haiti Calls U.S. for Troops, After Wild Day of Gunfights and Suspicion",At least 20 people were arrested in the assassination of the Haitian president — 18 Colombians and 2 Americans of Haitian descent — on a day of deepening mystery.,"After 24 hours of wild gun battles with suspects in the assassination of Haiti’s president, the nation’s authorities announced the arrests of 20 people and called on the United States to send troops to help protect crucial infrastructure.","['Assassinations and Attempted Assassinations', 'Politics and Government', 'Defense and Military Forces', 'Mercenaries and Private Military Contractors', 'United States International Relations']",1654
2021-07-09,Sports,"At the All-Star Game, a Dimmer Stage for Black Players","Dave Parker recalls a time when the Midsummer Classic was a celebration of the game’s many African American stars. At this year’s game, the National League will have just two.","With his bat, his glove and his flair, Dave Parker put himself in the pantheon of All-Star Game performers. He won the first Home Run Derby, in 1985 in Minnesota, six years after his throwing arm earned him the All-Star most valuable player award in Seattle. That was in 1979, when his Pittsburgh Pirates won the World Series.","['Baseball', 'Black People', 'Blacks', 'ALL STAR GAMES']",1205
2021-07-09,U.S.,Charlottesville Removes Robert E. Lee Statue at Center of White Nationalist Rally,The statue was a focus of the deadly “Unite the Right” rally in 2017. The city removed it on Saturday along with a monument to Stonewall Jackson and a statue of Lewis & Clark and the Shoshone Indian Sacagawea.,"CHARLOTTESVILLE, Va. — Four years after a woman was killed and dozens were injured when white nationalists protested the planned removal of a statue of Robert E. Lee in Charlottesville, Va., workers removed the statue on Saturday, along with a nearby monument to Stonewall Jackson, another Confederate general.","['Monuments and Memorials (Structures)', 'Right-Wing Extremism and Alt-Right', 'Charlottesville, Va, Violence (August, 2017)', 'Native Americans']",1175
2021-07-09,U.S.,"Texas Democrats Weigh Options for Blocking Voting Bill, Including Flight",Some Democrats want to flee the state to deny Republicans a quorum and prevent a vote on stringent new restrictions on voting. Others want to fight on procedural grounds.,"As Texas Republicans prepare to force votes next week on far-reaching legislation that would introduce new restrictions on voting, Democrats are left facing a gnawing question: Should they fight or flee?","['United States Politics and Government', 'State Legislatures', 'Politics and Government', 'Law and Legislation', 'Voter Registration and Requirements']",1437
2021-07-09,Health,What Parents Need to Know About the C.D.C.’s Covid School Guidelines,"The agency’s advice on distancing, masks and vaccination brings the coming school year a bit more into focus.","With less than a month to go before many schools begin reopening for the fall, the Centers for Disease Control and Prevention on Friday released new guidelines for preventing Covid-19 transmission in schools.","['Coronavirus Reopenings', 'Coronavirus Risks and Safety Concerns', 'Education (K-12)', 'Shutdowns (Institutional)', 'Disease Rates', 'Heating, Ventilation and Cooling (HVAC)', 'Masks', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Content Type: Service', 'Children and Childhood']",1747
2021-07-09,Sports,Science Doesn’t Support Idea That Marijuana Aids Athletes’ Performance,"Contradictory data, contested claims and highly speculative research seem to be behind the Olympic ban on cannabinoids.","When Sha’Carri Richardson was barred from the Olympics this month after testing positive for marijuana, it ignited an ongoing conversation about whether the drug should be classified as performance-enhancing for athletes. Does getting high really improve strength, speed, agility or other outcomes?","['Marijuana', 'Doping (Sports)', 'Olympic Games (2020)', 'Olympic Games', 'Tests (Drug Use)', 'Athletics and Sports', 'audio-neutral-informative']",1297
2021-07-09,Business Day,Biden Fires Trump Appointee as Head of Social Security Administration,"The dismissal, the latest effort by President Biden to oust a Trump-appointed director of an independent executive agency, could set off a legal showdown over who rightfully holds the position.","President Biden fired President Donald J. Trump’s appointed head of the Social Security Administration on Friday, setting off a possible legal showdown over who rightfully holds the position.","['Appointments and Executive Changes', 'Social Security (US)', 'United States Politics and Government']",811
2021-07-09,U.S.,Biden Administration Punts on Due Process Rights for Guantánamo Detainees,"An anticipated brief, filed under seal, is said to take no position on whether the Constitution’s due process clause protects detainees.","WASHINGTON — The Biden administration pulled back on Friday from a Trump-era claim that detainees at the Guantánamo Bay wartime prison have no due process rights under the Constitution. But it stopped short of declaring that noncitizens held at the American naval base in Cuba are covered by such legal protections, according to officials familiar with the matter.","['Detainees', 'United States Politics and Government', 'Military Tribunals', 'Fourteenth Amendment (US Constitution)', 'United States Defense and Military Forces']",729
2021-07-10,U.S.,Investigating a Building Collapse by Studying Clues From One Still Standing,"An expert called upon after the 9/11 attacks and the Oklahoma City bombing is now examining the Champlain Towers North in Surfside, Fla., to discover why its sister building collapsed.","SURFSIDE, Fla. — Pavers around the Champlain Towers North swimming pool have been yanked up and drywall removed from a few condo hallways and closets.","['Surfside, Fla, Building Collapse (2021)', 'Accidents and Safety', 'Buildings (Structures)', 'Engineering and Engineers']",1015
2021-07-10,U.S.,"Haunani-Kay Trask, Champion of Native Rights in Hawaii, Dies at 71","She helped found the field of Hawaiian studies and pressed for Indigenous sovereignty. “We will die as Hawaiians,” she said. “We will never be Americans.”","Haunani-Kay Trask, a scholar, poet and champion of sovereignty for the Hawaiian people who decried what she called the colonization and despoliation of her native land, died on July 3 in Honolulu. She was 71.","['Deaths (Obituaries)', 'Indigenous People', 'Poetry and Poets', 'Colleges and Universities', 'Native Hawaiians']",962
2021-07-10,U.S.,"Biden Warns Putin to Act Against Ransomware Groups, or U.S. Will Strike Back","Mr. Biden’s phone call appeared to be a pointed ultimatum to stop the hackers, who have attacked computer networks in the United States with relative impunity.","President Biden warned President Vladimir V. Putin of Russia on Friday that time was running out for him to rein in the ransomware groups striking the United States, telegraphing that this could be Mr. Putin’s final chance to take action on Russia’s harboring of cybercriminals before the United States moved to dismantle the threat.","['United States International Relations', 'Cyberwarfare and Defense', 'Cyberattacks and Hackers', 'Extortion and Blackmail', 'United States Defense and Military Forces']",1676
2021-07-10,Crosswords & Games,Passive-Aggressive Tactic,"With Trenton Charlson in the spotlight, the crowd roars.","SATURDAY PUZZLE — Is it Christmas in July? Trenton Charlson has come down the chimney with his 30th puzzle for The New York Times, and Caitlin Lovinger is taking a well-deserved weekend off, so my stocking is overflowing. I have the distinct privilege of bashing my brain repeatedly against Mr. Charlson’s devilish clues and then writing about the experience.",['Crossword Puzzles'],1245
2021-07-10,Today’s Paper,"Quotation of the Day: ‘M-u-r-r-a-y-a’ Earns 14-Year-Old $50,000 and a Place in History","Quotation of the Day for Saturday, July 10, 2021.",“It’s like asking a millipede how they walk with all those legs.”,[],39
2021-07-10,Corrections,"Corrections: July 10, 2021","Corrections that appeared in print on Saturday, July 10, 2021.","An article on Friday about Pope Francis’s surgery misstated Francis’s age when he became pope. He was 76, not 78.",[],323
2021-07-10,Sports,"At Wimbledon, Men’s Final Takes a Back Seat to England vs. Italy","In London, Novak Djokovic’s attempt at a 20th Grand Slam title on Sunday is but an opening act for the European Championship match starring England and Italy.","WIMBLEDON, England — Elizabeth Wright, a lawyer from Stratford-upon-Avon, was enjoying her fourth day at Wimbledon on Friday as she watched the first men’s semifinal on a large screen. A strawberry floated in her glass of prosecco.","['Wimbledon Tennis Tournament', 'Tennis', 'Soccer']",996
2021-07-10,Sports,The Suns Have Gone Old School at Center. It’s Working.,The center matchup between Milwaukee’s Brook Lopez and Phoenix’s Deandre Ayton is pitting two eras of basketball against each other.,There is a clash of styles at the center position in the N.B.A. finals between the Phoenix Suns and the Milwaukee Bucks.,"['Basketball', 'NBA Championship']",989
2021-07-10,Business Day,"Road Rage, ‘Zipper Merging’ and a Stress-Free Path Through Traffic","Experts love the zipper merge, but drivers are just as likely to see it as others rudely cutting their turn in line.","You’re approaching a construction zone and a sign tells you the left lane will end several miles ahead. Traffic is heavy, but you see an opening and move to the right lane. As you inch along, drivers to your left keep zipping by. Miles ahead, you finally reach the merge point and the left-lane drivers make their move. Your pulse quickens. You pull up tight on the car in front of you and refuse to let anyone in. Are you in the right, or are you fortunate that nothing escalated?","['Traffic Accidents and Safety', 'Roads and Traffic', 'Traffic and Parking Signals and Signs']",938
2021-07-10,Style,Would You Get a ‘Pandemic Tattoo’?,"While many people are eager to put the ravages of Covid-19 behind them, some prefer to be reminded forever.","Every day during lockdown Samantha Barry, the editor of Glamour Magazine, walked or ran along the West Side Highway in New York City. “I would go from Chelsea to the Statue of Liberty,” she said. “This was my moment of sanity every day.”","['Tattoos', 'Quarantine (Life and Culture)']",998
2021-07-10,Science,Is It Art? You May Have to Ask a Neanderthal Critic.,"A bone to pick from Germany’s Unicorn Cave. Plus fireflies in sync, peer review in crisis and China’s astronauts at work in their spacesuits.","In 2019, a team of archaeologists climbed a steep, rocky hill in central Germany and burrowed inside the collapsed entrance of the Unicorn Cave, named as such because people in the Middle Ages once scoured it for unicorn bones. Today it is famous for its animal fossils.","['Neanderthal Man', 'Archaeology and Anthropology', 'Bones', 'Deer', 'Caves and Caverns', 'Art']",682
2021-07-10,Style,Are We in the Metaverse Yet?,Crypto people say they’re building it. Gamers might already be living in it. The art world is cashing in on it. Web veterans are trying to save it. But what is it?,"The biggest ideas in tech often lurch into the lexicon before they are truly coherent. Jargon appears out of nowhere, underexplained and overused: the internet of things, the sharing economy, the cloud.","['Computers and the Internet', 'Virtual Reality (Computers)', 'your-feed-internet-culture']",2483
2021-07-10,New York,To Kill a Swan? Dispute Over a Bird’s Fate Ends With a Twist.,"A mute swan, beloved by some, was set to be euthanized after wildlife officials deemed him dangerously aggressive. Then something unexpected happened.","When Friday began, Alfie the swan was on an avian version of death row. By the time evening came, it seemed he had won a reprieve — though not through the efforts of the people who were trying to save him or the government agencies they had pleaded with for help.","['Swans', 'Invasive Species', 'Animal Behavior', 'Animal Abuse, Rights and Welfare']",1153
